title,price_base,cpu_cores,cpu_threads,ram_size,storage_size,screen_size,raw_specs_count,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,gpu_vram,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,res_width,res_height,res_total_pixels,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop Gigabyte Gaming A16 GA6H-CTHH3VN893SH,30590000,8,,16,512,16,27,0,0,0,0,1,0,0,0,20.8272549,0,40,1,0,8,22768891.99,22340518,300,100,45,1,1,4,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop Lenovo Gaming Legion 5 15ACH6,30990000,,,8,512,15.6,22,0,0,1,0,0,0,0,0,17.96314815,5,84.5,0,1,4,22581061.71,22201242.5,300,100,45,0,48,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus Vivobook 15x Oled M1503QA-L1028W,17990000,,12,8,512,15.6,20,0,0,1,0,0,0,0,0,19.29295488,0,40,0,0,0,13296713.48,13630870.22,300,100,45,0,70,3,1080,1920,2073600,1,0,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 N3520-i5U085W11BLU,18690000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13841510.26,13704626.75,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Thinkpad P14S G2 T 20VX008LVN,41700000,,,16,512,14,20,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,4,22581061.71,22201242.5,300,100,45,0,50,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad 5 Pro 16ARH7 82SN003KVN,32990000,,,16,512,16,24,0,0,0,0,1,0,0,0,17.96314815,6,118.8,0,1,4,22432546.13,21948747.84,350,100,45,1,75,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook Duo UX481FL-BM048T,32990000,,,,512,14,12,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,2,22432546.13,21948747.84,300,100,45,0,48,3,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook Flip UX363EA,27990000,,8,8,512,13.3,19,0,0,0,1,0,0,0,0,19.29295488,0,50,1,0,0,13899279.02,13824684.62,550,100,45,0,67,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Asus ROG Strix G16 G614JU-N3135W,33990000,10,,32,512,16,22,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,6,22768891.99,22340518,250,100,45,1,90,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop MSI Gaming GF63 THIN 10SCXR-292VN,23240000,,,,512,15.6,14,0,0,0,0,0,0,0,0,19.22594366,10,104,1,0,0,22439261.99,22025531.55,300,100,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop HP Pavilion 15S-FG5078TU 6K798PA,14990000,,,32,512,15.6,12,0,0,1,0,0,0,0,0,13.10868263,0,50,1,0,0,13899279.02,13824684.62,250,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Zenbook 14 OLED UM3402YA-KM405W,24990000,6,12,16,512,14,24,0,0,0,1,0,0,0,0,19.29295488,7,81.9,0,1,0,13296713.48,13630870.22,300,100,45,0,75,3,2880,1800,5184000,1,0,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00BDVN,22300000,,,16,512,14,24,0,0,0,1,0,0,0,0,17.96314815,0,40,1,0,0,13841510.26,13704626.75,400,100,45,0,61,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad Slim 3 15IML05,9240000,,,4,256,15.4,21,0,0,1,0,0,0,0,0,17.96314815,0,30,1,0,0,13757866.76,13710496.13,220,100,45,1,35,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop LG Gram 2021 17ZD90P-G.AX71A5 17 inch,44900000,,8,16,256,17,21,0,0,0,1,0,0,0,0,22.43294118,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,80,3,2560,1600,4096000,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG3095TU 8C5L6PA V2,19990000,10,12,16,512,15.6,22,0,0,1,0,0,0,0,0,13.10868263,0,50,1,0,0,13841510.26,13704626.75,250,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Gaming Aspire 7 A715-76G-73FM,23990000,,,16,512,15.6,23,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,4,22768891.99,22340518,300,100,45,0,50,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop HP Envy X360 CONVERTIBLE 13-AY0067AU 171N1PA,13300000,,,8,256,13.3,21,0,0,1,0,0,0,0,0,13.10868263,0,40,0,1,6,13206010.78,22025531.55,300,100,72,0,51,3,1920,1080,2073600,1,0,0,0,0,1,0,0
Laptop Lenovo IdeaPad 3 14ABA7 82RM003WVN,14890000,6,12,8,256,14,23,0,0,1,0,0,0,0,0,17.96314815,5,58.5,0,1,0,13485502.96,13824684.62,250,100,45,1,45,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP Pavilion 15-EG0506TX 46M05PA,21590000,,,8,512,15.6,18,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,2,20898695.65,22201242.5,300,100,45,0,41,3,1920,1080,2073600,0,0,0,1,0,1,0,0
Laptop Dell 15 DC15250 MCW52 - Nhập khẩu chính hãng,20990000,,,16,512,15.6,25,0,0,1,0,0,0,0,0,14.56805085,1,65.7,1,0,0,13899279.02,13824684.62,300,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook R565EA-UH31T,14990000,,,4,128,15.6,18,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,37,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Vostro 3405 70227396,16290000,,8,,512,14,14,0,0,0,0,0,0,0,0,14.56805085,0,40,0,1,10,13206010.78,22025531.55,300,100,45,0,42,3,1920,1080,2073600,1,0,0,0,0,1,0,0
Laptop Dell Gaming G15 5515 P105F004DGR,27990000,,12,16,512,15.6,19,0,0,1,0,0,0,0,0,14.56805085,5,84.5,0,1,4,22581061.71,22201242.5,300,100,45,0,56,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Summit E13 FLIP EVO A11MT-211VN,39990000,,,16,1024,13.4,19,0,0,0,1,0,0,0,0,19.22594366,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,70,4,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 14 N3480 - 8145,12790000,,,,1024,14,11,0,0,0,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,40,4,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Gaming Acer Nitro 5 AN515-45-R86D NH.QBCSV.005,33990000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,16.07846154,5,110.5,0,1,6,22581061.71,22201242.5,300,100,45,0,57,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Gaming Predator Helios 18 AI PH18-73-93P0,99990000,24,24,64,3072,18,26,0,0,0,0,1,0,0,0,13.98517266,0,40,1,0,16,22506376.81,22179527.09,600,100,45,0,98,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop ASUS TUF Gaming F16 FX608JPR-RV044W,45190000,16,24,16,1024,16,12,0,0,0,0,1,0,0,0,19.29295488,14,168,1,0,8,22768891.99,22340518,300,100,72,1,90,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop HP 14-EM0086AU,9190000,,,16,512,14,11,0,0,0,0,1,0,0,0,13.10868263,0,50,0,1,0,13296713.48,13630870.22,250,100,45,0,48,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y9VN,25490000,,,8,512,15.6,19,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,4,22768891.99,22340518,250,100,45,0,45,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad Gaming 3 15ARH05 82EY00JXVN,18690000,,,8,256,15.6,16,0,0,1,0,0,0,0,0,17.96314815,4,80.6,0,1,4,22768891.99,22340518,250,100,45,1,45,3,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop Acer Gaming Aspire 7 A715-59G-78WG,20240000,10,16,16,512,15.6,12,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,6,22768891.99,22340518,250,100,45,0,8,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Thinkpad E14 Gen 3 20Y700BJVN,8590000,,,16,512,14,19,0,0,1,0,0,0,0,0,17.96314815,5,76.5,0,1,0,13296713.48,13630870.22,300,100,45,0,48,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP EliteBook Ultra G1I BC4N5AT,53990000,8,8,32,1024,14,18,0,0,0,0,0,1,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,400,100,45,0,64,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop Dell Vostro 3520 GD02R,13990000,4,8,8,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13654235.33,13630870.22,250,100,45,1,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Nitro 5 AN515-57-553E NH.QENSV.006,12990000,,,24,5120,15.6,22,0,0,1,0,0,0,0,0,13.98517266,0,50,1,0,4,22768891.99,22340518,300,100,45,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3520-5810BLK 102F0,13990000,4,8,8,256,15.6,22,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13841510.26,13704626.75,250,100,45,1,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo V14-IIL 82C400W4VN,6290000,,,4,256,14,13,0,0,1,0,0,0,0,0,17.96314815,1,53,1,0,0,13899279.02,13824684.62,300,100,45,0,30,2,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 3 15ITL6 82H801P9VN,9590000,,,8,512,15.6,24,0,0,1,0,0,0,0,0,17.96314815,0,50,1,0,0,13792440.69,13719959.95,250,100,45,1,38,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP Pavilion X360 14-DW0060TU 2H3Q0PA,4290000,,,4,256,14,23,0,0,1,0,0,0,0,0,13.10868263,0,30,1,0,0,13654235.33,13630870.22,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell 15 DC15250 71073959,21990000,,,16,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7I Carbon 13ITL5,26990000,,,16,512,13.3,20,0,0,0,1,0,0,0,0,17.96314815,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,50,4,2560,1600,4096000,0,1,0,0,0,0,1,0
Laptop MSI Crosshair 16 HX AI D2XWGKG-071VN,54990000,24,24,32,1024,16,28,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,8,22432546.13,21948747.84,300,100,45,1,48,4,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad 1 15AMN7 82VG0061VN,7090000,,,8,256,15.6,11,0,0,0,0,1,0,0,0,17.96314815,0,50,0,1,0,13359707.6,13710496.13,220,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6005VVN,17990000,6,12,16,512,14,27,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,0,13485502.96,13824684.62,300,100,45,1,50,3,1920,1200,2304000,1,0,0,0,0,0,1,0
Laptop Acer Swift 14 AI SF14-51-53P9,34990000,8,8,16,1024,14,23,0,0,0,0,0,1,0,0,13.98517266,0,40,1,0,0,13899279.02,13824684.62,500,100,45,0,65,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 W15KT,13990000,,8,8,256,15.6,18,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,41,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN038W,29990000,12,16,16,512,14,11,0,0,0,0,1,0,0,0,19.29295488,0,50,1,0,0,13792440.69,13719959.95,550,100,45,0,75,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop Dell Latitude 3540 71038100,18990000,10,12,16,512,15.6,27,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,300,100,45,1,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop LG Gram 2022 16ZD90Q-G.AX53A5,37990000,,,8,256,16,23,0,0,0,0,1,0,0,0,22.43294118,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,80,3,2560,1600,4096000,0,1,0,0,0,0,1,0
Laptop Lenovo Thinkpad X1 Carbon Gen 11 21HN-SAN100,28590000,,,32,512,14,21,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13841510.26,13704626.75,400,100,45,0,57,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook Flip 14 TM420IA-EC227T,19990000,,,8,512,14,21,0,0,1,0,0,0,0,0,19.29295488,0,40,0,1,0,13359707.6,13710496.13,250,100,45,0,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP 15-DW1001WN 4J238UA,11990000,,,4,128,15.6,11,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13792440.69,13719959.95,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Nitro 5 AN515-55-73VQ (NH.Q7RSV.001),27790000,,,,512,15.6,14,0,0,0,0,0,0,0,0,13.98517266,0,40,1,0,4,22768891.99,22340518,300,100,45,0,5,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook Flip UX363EA,22800000,,,8,512,13.3,20,0,0,0,1,0,0,0,0,19.29295488,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,67,4,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 I3520-7896BLK-PUS - Nhập khẩu chính hãng,20490000,,12,16,1024,15.6,26,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,300,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ZenBook 14 OLED UX3402VA-KM203W,25990000,12,16,16,512,14,11,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,600,100,45,0,75,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook Flip S 14 Flip TP3402ZA-LZ159W,20000000,,,8,512,14,22,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,50,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop HP 245 G8 53Y22PA,6790000,,,4,256,14,24,0,0,1,0,0,0,0,0,13.10868263,0,50,0,1,0,13485502.96,13824684.62,250,100,45,1,41,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Dell Inspiron 3501 5081BLK,19990000,,,,256,15.6,10,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13899279.02,13824684.62,300,100,45,1,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP EliteBook X360 1040 G5 5XD03PA,13490000,,,,256,14,13,0,0,0,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,56,4,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop MSI Cyborg 15 A12VE-240VN,27490000,,,8,512,15.6,22,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,6,22432546.13,21948747.84,300,65,45,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Katana 15 HX B14WFK-294VN,40190000,,,16,512,15.6,27,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,8,22439261.99,22025531.55,300,100,45,0,75,4,2560,1440,3686400,0,0,1,0,0,1,0,0
Laptop Dell Latitude 3520 70251590,25990000,,,8,256,15.6,11,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Aspire 3 A315-56-37DV NX.HS5SV.001,12990000,,,4,256,15.6,19,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13757866.76,13710496.13,300,100,45,1,7,2,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook 15 OLED A1505VA-MA570WS,15290000,10,16,16,512,15.6,24,0,0,1,0,0,0,0,0,19.29295488,0,70,1,0,0,13654235.33,13630870.22,600,100,45,0,50,3,2880,1620,4665600,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 3 15ITL05 81X800ECUS,13990000,,,8,256,15.6,20,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,220,100,45,1,35,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Acer Aspire Lite 15 AL15-51M-75E2 NX.KS5SV.002,9590000,,,16,512,15.6,24,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,36,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 N3520-I5U165W11BLU,19140000,,,16,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13654235.33,13630870.22,250,100,45,1,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo LOQ 15AHP10 83JG0047VN,32490000,8,16,16,512,15.6,27,0,0,0,0,1,0,0,0,17.96314815,0,70,0,1,8,22768891.99,22340518,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3520 71045026,16990000,,,16,512,15.6,11,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Aspire Lite 15 AL15-72P-581V,17990000,12,16,16,512,15.6,27,0,0,0,0,1,0,0,0,13.98517266,0,40,1,0,0,13841510.26,13704626.75,250,100,45,0,58,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP Pavilion 14-DV0534TU 4P5G3PA,23490000,,,8,512,14,18,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13654235.33,13630870.22,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP Gaming OMEN 16-AM0127TX BX8Y0PA,33940000,,,32,512,16,23,0,0,0,0,1,0,0,0,13.10868263,14,198,1,0,8,22506376.81,22179527.09,300,100,45,1,83,6,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop ASUS VivoBook 15X A1503ZA-L1422W,18400000,,,8,512,15.6,24,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,70,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS TUF Gaming F16 FX607VU-RL045W,28490000,8,12,16,512,16,23,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,6,22506376.81,22179527.09,300,100,45,1,56,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop MSI Gaming GF65 Thin 10UE-228VN,35990000,,,16,512,15.6,22,0,0,1,0,0,0,0,0,19.22594366,10,130,1,0,6,22432546.13,21948747.84,300,100,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Crosshair 15 B12UEZ-460VN,34990000,,24,16,1024,15.6,20,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,6,22432546.13,21948747.84,300,100,72,0,5,3,2560,1440,3686400,0,0,1,0,0,1,0,0
Laptop ASUS TUF Gaming A15 FA507UV-LP090W,24990000,8,16,16,512,15.6,28,0,0,0,0,1,0,0,0,19.29295488,8,148.2,0,1,8,22439261.99,22025531.55,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS TUF Gaming FX506HF-HN017W,12290000,,,16,512,15.6,22,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,22439261.99,22025531.55,300,100,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Gaming GF63 12VE-460VN,22490000,8,12,8,512,15.6,12,0,0,1,0,0,0,0,0,19.22594366,0,50,1,0,6,22768891.99,22340518,300,100,45,1,4,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS VivoBook S533EA BQ018T-,19290000,,,8,512,15.6,17,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,50,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Asus Vivobook A515EA-BQ491T,9090000,,,12,512,15.6,19,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13654235.33,13630870.22,250,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Swift 3 SF314-43-R4X3 NX.AB1SV.004,20990000,6,12,16,512,14,21,0,0,0,1,0,0,0,0,13.98517266,0,40,0,1,0,13485502.96,13824684.62,300,100,45,0,48,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Asus Vivobook GO 15 E1504FA-NJ454W,14490000,4,8,16,512,15.6,21,0,0,0,0,1,0,0,0,19.29295488,7,81.9,0,1,0,13343287.67,13719959.95,250,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP 14S-DK1055AU 171K9PA,4590000,,,4,256,14,23,0,0,1,0,0,0,0,0,13.10868263,3,53.1,0,1,0,13359707.6,13710496.13,300,100,45,0,48,3,1366,768,1049088,1,0,0,0,0,0,1,0
Laptop Acer Aspire 3 A315-44P-R9W8 NX.KSJSV.002,9090000,,,8,512,15.6,26,0,0,1,0,0,0,0,0,13.98517266,0,70,0,1,0,13343287.67,13719959.95,300,100,45,0,50,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Acer Gaming Predator Helios 300 H315-53-70U6 NH.Q7YSV.002,43990000,,12,16,512,15.6,17,0,0,0,0,0,0,0,0,13.98517266,0,40,1,0,6,22581061.71,22201242.5,300,100,45,0,59,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 3511,19795000,,,8,512,15.6,19,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP 14-EP1178TU C89ZRPA,19690000,,,16,1024,14,22,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13654235.33,13630870.22,300,100,45,1,4,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo V14 G4 IRU 83A000BGVN,14590000,,,16,512,14,24,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,0,13757866.76,13710496.13,350,100,45,1,38,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP Gaming OMEN 16-AM0129TX BX9D1PA,48890000,16,16,32,512,16,23,0,0,0,0,1,0,0,0,13.10868263,0,40,1,0,8,22581061.71,22201242.5,300,100,45,1,83,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop Acer Gaming Nitro V 15 ProPanel ANV15-52-50VA,20240000,8,12,16,512,15.6,25,0,0,0,0,1,0,0,0,13.98517266,0,40,1,0,6,22768891.99,22340518,300,100,45,0,57,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad Slim 3 15ARP10 83K700EPVN,17990000,6,12,16,512,15.3,28,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,0,13359707.6,13710496.13,300,100,45,1,50,3,1920,1200,2304000,1,0,0,0,0,0,1,0
Laptop Acer Aspire 7 A715-76G-5132 NH.QMESV.002,20240000,,,16,512,15.6,19,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,4,22506376.81,22179527.09,300,100,45,0,50,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Gaming Nitro 5 Eagle AN515-57-56S5 NH.QEKSV.001,23990000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,4,22506376.81,22179527.09,300,100,45,0,57,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3530 P112F010,15690000,,,16,512,15.6,22,0,0,1,0,0,0,0,0,14.56805085,0,80.5,1,0,0,13899279.02,13824684.62,250,100,45,1,54,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP ProBook 430 G7 9GQ05PA,13490000,,,,256,13.3,14,0,0,0,0,0,0,0,0,13.10868263,0,40,1,0,6,13757866.76,22340518,300,67,45,0,45,3,1920,1080,2073600,0,1,0,0,0,1,0,0
Laptop Lenovo Legion 5 15AHP10 83M0002XVN,42490000,8,16,24,512,15.1,28,0,0,0,0,1,0,0,0,17.96314815,0,70,0,1,8,22439261.99,22025531.55,500,100,45,0,80,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 14 5430 N5430I58W1,13390000,,,8,512,14,16,0,0,0,0,1,0,0,0,14.56805085,1,47.7,1,0,0,13841510.26,13704626.75,300,100,45,0,54,4,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Legion 5 15ACH6 82JW00JPVN,25990000,,,16,256,15.6,22,0,0,1,0,0,0,0,0,17.96314815,5,84.5,0,1,4,22768891.99,22340518,300,100,45,0,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Gaming GF63 Thin 11UC-445VN,10990000,,,8,512,15.6,24,0,0,1,0,0,0,0,0,19.22594366,0,50,1,0,4,22432546.13,21948747.84,300,100,45,1,51,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad 3 15ITL6 82H803SGVN,6190000,,,8,256,15.6,25,0,0,1,0,0,0,0,0,17.96314815,0,30,1,0,0,13792440.69,13719959.95,300,100,45,1,45,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad Gaming 3 15ARH05 82EY00N3VN,21990000,,,8,512,15.6,18,0,0,1,0,0,0,0,0,17.96314815,0,40,0,1,4,22439261.99,22025531.55,250,100,45,1,45,3,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron N3501,8590000,,4,4,256,15.6,15,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop MSI Katana GF66 11UC-641VN,29990000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,4,22432546.13,21948747.84,300,100,72,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
